type bsdf_data
format angles=deg bsdf=value scale=1
angles measured from local surface normal
AOI	0	deg.
FRED TIS integral (0-1)	4.14680360550337E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=0) [1/sr]
0	0	50	110	1.01835475607711E-02
0	0	55	110	9.83535069954064E-03
0	0	60	110	9.50199308607254E-03
0	0	65	110	9.11565798465024E-03
0	0	70	110	8.67274527655836E-03
0	0	75	110	8.22103732959891E-03
0	0	80	110	7.83126189390629E-03
0	0	85	110	7.56873751830357E-03
0	0	89.9	110	7.4764023610304E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=120) [1/sr]
0	0	0	120	3.44780735139477E-02
0	0	5	120	3.32284910443348E-02
0	0	10	120	2.99153830480853E-02
0	0	15	120	0.025562274101453
0	0	20	120	2.12065435920985E-02
0	0	25	120	1.75074527265919E-02
0	0	30	120	1.46992997973215E-02
0	0	35	120	0.012738588220193
0	0	40	120	1.14605195204479E-02
0	0	45	120	1.06709231283578E-02
0	0	50	120	1.01835475607711E-02
0	0	55	120	9.83535069954064E-03
0	0	60	120	9.50199308607252E-03
0	0	65	120	9.11565798465024E-03
0	0	70	120	8.67274527655836E-03
0	0	75	120	8.22103732959891E-03
0	0	80	120	7.83126189390629E-03
0	0	85	120	7.56873751830357E-03
0	0	89.9	120	7.4764023610304E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=130) [1/sr]
0	0	0	130	3.44780735139477E-02
0	0	5	130	3.32284910443348E-02
0	0	10	130	2.99153830480853E-02
0	0	15	130	0.025562274101453
0	0	20	130	2.12065435920985E-02
0	0	25	130	1.75074527265918E-02
0	0	30	130	1.46992997973215E-02
0	0	35	130	0.012738588220193
0	0	40	130	1.14605195204479E-02
0	0	45	130	1.06709231283578E-02
0	0	50	130	1.01835475607711E-02
0	0	55	130	9.83535069954064E-03
0	0	60	130	9.50199308607253E-03
0	0	65	130	9.11565798465024E-03
0	0	70	130	8.67274527655836E-03
0	0	75	130	8.2210373295989E-03
0	0	80	130	7.83126189390629E-03
0	0	85	130	7.56873751830357E-03
0	0	89.9	130	7.47640236103039E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=140) [1/sr]
0	0	0	140	3.44780735139477E-02
0	0	5	140	3.32284910443348E-02
0	0	10	140	2.99153830480853E-02
0	0	15	140	0.025562274101453
0	0	20	140	2.12065435920985E-02
0	0	25	140	1.75074527265919E-02
0	0	30	140	1.46992997973215E-02
0	0	35	140	0.012738588220193
0	0	40	140	1.14605195204479E-02
0	0	45	140	1.06709231283578E-02
0	0	50	140	1.01835475607711E-02
0	0	55	140	9.83535069954064E-03
0	0	60	140	9.50199308607253E-03
0	0	65	140	9.11565798465024E-03
0	0	70	140	8.67274527655835E-03
0	0	75	140	8.22103732959891E-03
0	0	80	140	7.83126189390629E-03
0	0	85	140	7.56873751830357E-03
0	0	89.9	140	7.47640236103039E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=150) [1/sr]
0	0	0	150	3.44780735139477E-02
0	0	5	150	3.32284910443348E-02
0	0	10	150	2.99153830480853E-02
0	0	15	150	0.025562274101453
0	0	20	150	2.12065435920985E-02
0	0	25	150	1.75074527265919E-02
0	0	30	150	1.46992997973215E-02
0	0	35	150	0.012738588220193
0	0	40	150	1.14605195204479E-02
0	0	45	150	1.06709231283578E-02
0	0	50	150	1.01835475607711E-02
0	0	55	150	9.83535069954063E-03
0	0	60	150	9.50199308607254E-03
0	0	65	150	9.11565798465024E-03
0	0	70	150	8.67274527655836E-03
0	0	75	150	8.22103732959891E-03
0	0	80	150	7.83126189390629E-03
0	0	85	150	7.56873751830357E-03
0	0	89.9	150	7.4764023610304E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=160) [1/sr]
0	0	0	160	3.44780735139477E-02
0	0	5	160	3.32284910443348E-02
0	0	10	160	2.99153830480853E-02
0	0	15	160	0.025562274101453
0	0	20	160	2.12065435920985E-02
0	0	25	160	1.75074527265919E-02
0	0	30	160	1.46992997973215E-02
0	0	35	160	0.012738588220193
0	0	40	160	0.011460519520448
0	0	45	160	1.06709231283578E-02
0	0	50	160	1.01835475607711E-02
0	0	55	160	9.83535069954063E-03
0	0	60	160	9.50199308607254E-03
0	0	65	160	9.11565798465023E-03
0	0	70	160	8.67274527655836E-03
0	0	75	160	8.22103732959891E-03
0	0	80	160	7.83126189390629E-03
0	0	85	160	7.56873751830357E-03
0	0	89.9	160	7.47640236103039E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=170) [1/sr]
0	0	0	170	3.44780735139477E-02
0	0	5	170	3.32284910443348E-02
0	0	10	170	2.99153830480853E-02
0	0	15	170	0.025562274101453
0	0	20	170	2.12065435920985E-02
0	0	25	170	1.75074527265919E-02
0	0	30	170	1.46992997973215E-02
0	0	35	170	0.012738588220193
0	0	40	170	1.14605195204479E-02
0	0	45	170	1.06709231283578E-02
0	0	50	170	1.01835475607711E-02
0	0	55	170	9.83535069954063E-03
0	0	60	170	9.50199308607254E-03
0	0	65	170	9.11565798465024E-03
0	0	70	170	8.67274527655836E-03
0	0	75	170	8.22103732959891E-03
0	0	80	170	7.83126189390629E-03
0	0	85	170	7.56873751830357E-03
0	0	89.9	170	7.4764023610304E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=180) [1/sr]
0	0	0	180	3.44780735139477E-02
0	0	5	180	3.32284910443348E-02
0	0	10	180	2.99153830480853E-02
0	0	15	180	0.025562274101453
0	0	20	180	2.12065435920985E-02
0	0	25	180	1.75074527265919E-02
0	0	30	180	1.46992997973215E-02
0	0	35	180	0.012738588220193
0	0	40	180	1.14605195204479E-02
0	0	45	180	1.06709231283578E-02
0	0	50	180	1.01835475607711E-02
0	0	55	180	9.83535069954063E-03
0	0	60	180	9.50199308607254E-03
0	0	65	180	9.11565798465024E-03
0	0	70	180	8.67274527655836E-03
0	0	75	180	8.22103732959891E-03
0	0	80	180	7.83126189390629E-03
0	0	85	180	7.56873751830357E-03
0	0	89.9	180	7.4764023610304E-03
AOI	10	deg.
FRED TIS integral (0-1)	4.29975866174047E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=0) [1/sr]
10	0	0	0	2.99153830480853E-02
10	0	5	0	3.39836607539005E-02
10	0	10	0	3.58605385962982E-02
10	0	15	0	3.49577520492577E-02
10	0	20	0	3.17800885293417E-02
10	0	25	0	2.75431590408428E-02
10	0	30	0	2.34217409726851E-02
10	0	35	0	2.00996663924632E-02
10	0	40	0	1.77717362949456E-02
10	0	45	0	1.63405026693458E-02
10	0	50	0	1.55835249673196E-02
10	0	55	0	1.52402475923284E-02
10	0	60	0	1.50587028741086E-02
10	0	65	0	1.48420794526078E-02
10	0	70	0	1.44948711854242E-02
10	0	75	0	1.40381241807975E-02
10	0	80	0	1.35761777346295E-02
10	0	85	0	1.32353600151715E-02
10	0	89.9	0	1.31104035182825E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=10) [1/sr]
10	0	0	10	2.99153830480853E-02
10	0	5	10	3.38992028893636E-02
10	0	10	10	0.035685090789734
10	0	15	10	3.47149643832662E-02
10	0	20	10	3.15107054986586E-02
10	0	25	10	2.72828311709789E-02
10	0	30	10	2.31886827535237E-02
10	0	35	10	1.98961848108637E-02
10	0	40	10	1.75915089331455E-02
10	0	45	10	1.61746097157548E-02
10	0	50	10	0.015423609744293
10	0	55	10	1.50798291318803E-02
10	0	60	10	1.48937137753189E-02
10	0	65	10	1.46709898284291E-02
10	0	70	10	1.43182976860544E-02
10	0	75	10	1.38578966725544E-02
10	0	80	10	1.33942163453882E-02
10	0	85	10	1.30529025059464E-02
10	0	89.9	10	1.29278928957844E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=20) [1/sr]
10	0	0	20	2.99153830480853E-02
10	0	5	20	3.36500786198623E-02
10	0	10	20	3.51711804888374E-02
10	0	15	20	0.034008584934859
10	0	20	20	3.07317605100892E-02
10	0	25	20	2.65341277232022E-02
10	0	30	20	2.25214442548824E-02
10	0	35	20	0.019315671572047
10	0	40	20	1.70785154808133E-02
10	0	45	20	1.57028752924927E-02
10	0	50	20	1.49688338717911E-02
10	0	55	20	1.46234142519198E-02
10	0	60	20	1.44243093953579E-02
10	0	65	20	1.41847706606527E-02
10	0	70	20	1.38176233107192E-02
10	0	75	20	1.33483586933326E-02
10	0	80	20	1.28812533279918E-02
10	0	85	20	1.25396077953483E-02
10	0	89.9	20	1.24148357842141E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=30) [1/sr]
10	0	0	30	2.99153830480853E-02
10	0	5	30	0.033248634149535
10	0	10	30	3.43542852187904E-02
10	0	15	30	3.29003607466937E-02
10	0	20	30	2.95241763340576E-02
10	0	25	30	2.53855067887507E-02
10	0	30	30	0.021506805710329
10	0	35	30	1.84389968169788E-02
10	0	40	30	1.63073287817243E-02
10	0	45	30	1.49950956944153E-02
10	0	50	30	1.42863823191128E-02
10	0	55	30	1.39378659354506E-02
10	0	60	30	0.013719253192538
10	0	65	30	1.34559944098397E-02
10	0	70	30	1.30704175651616E-02
10	0	75	30	1.25922151802921E-02
10	0	80	30	1.21242506203532E-02
10	0	85	30	1.17851614294586E-02
10	0	89.9	30	1.16618429032402E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=40) [1/sr]
10	0	0	40	2.99153830480853E-02
10	0	5	40	3.27141753223155E-02
10	0	10	40	0.033287920401043
10	0	15	40	3.14805381856829E-02
10	0	20	40	2.80030477646847E-02
10	0	25	40	2.39599935607347E-02
10	0	30	40	2.02634153644678E-02
10	0	35	40	1.73754556541941E-02
10	0	40	40	1.53780858808121E-02
10	0	45	40	1.41447808880019E-02
10	0	50	40	1.34662978485497E-02
10	0	55	40	1.31128685004946E-02
10	0	60	40	1.28706616724791E-02
10	0	65	40	1.25813677947421E-02
10	0	70	40	0.012179084699265
10	0	75	40	1.16974079479893E-02
10	0	80	40	1.12354969560347E-02
10	0	85	40	0.010904505710507
10	0	89.9	40	0.01078473262775
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=50) [1/sr]
10	0	0	50	2.99153830480853E-02
10	0	5	50	3.20712817738165E-02
10	0	10	50	3.20366556391779E-02
10	0	15	50	2.98529548044605E-02
10	0	20	50	2.62954427872734E-02
10	0	25	50	2.23888266176367E-02
10	0	30	50	1.89145374221831E-02
10	0	35	50	1.62365598693841E-02
10	0	40	50	1.43919287506838E-02
10	0	45	50	1.32460468526784E-02
10	0	50	50	1.25992641393482E-02
10	0	55	50	1.22388707476277E-02
10	0	60	50	1.19712645009921E-02
10	0	65	50	0.011657452786302
10	0	70	50	1.12444028118839E-02
10	0	75	50	1.07682841375818E-02
10	0	80	50	1.03217348744291E-02
10	0	85	50	1.00056292943119E-02
10	0	89.9	50	9.89186107710949E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=60) [1/sr]
10	0	0	60	2.99153830480853E-02
10	0	5	60	3.13478321989547E-02
10	0	10	60	3.06686856960099E-02
10	0	15	60	2.81204883132017E-02
10	0	20	60	2.45203278106059E-02
10	0	25	60	2.07891031857839E-02
10	0	30	60	1.75660445430245E-02
10	0	35	60	1.51155677114583E-02
10	0	40	60	1.34321756764509E-02
10	0	45	60	1.23760204672798E-02
10	0	50	60	1.17596835753991E-02
10	0	55	60	1.13902655923668E-02
10	0	60	60	0.011097155418637
10	0	65	60	1.07625735186388E-02
10	0	70	60	1.03463999944266E-02
10	0	75	60	9.88553454496525E-03
10	0	80	60	9.46344424411136E-03
10	0	85	60	9.16850680263806E-03
10	0	89.9	60	9.06296097971144E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=70) [1/sr]
10	0	0	70	2.99153830480853E-02
10	0	5	70	3.05730141732124E-02
10	0	10	70	2.92493333504361E-02
10	0	15	70	2.63739552119628E-02
10	0	20	70	0.022775149314193
10	0	25	70	1.92505445497018E-02
10	0	30	70	1.62946371861492E-02
10	0	35	70	1.40772838762492E-02
10	0	40	70	1.25553108674147E-02
10	0	45	70	1.15865410386069E-02
10	0	50	70	1.09976910813927E-02
10	0	55	70	1.06174395128496E-02
10	0	60	70	1.02997547418137E-02
10	0	65	70	9.94875600586807E-03
10	0	70	70	9.53649609278415E-03
10	0	75	70	9.09879495426506E-03
10	0	80	70	8.70802626112226E-03
10	0	85	70	8.43876299612053E-03
10	0	89.9	70	8.34299034829294E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=80) [1/sr]
10	0	0	80	2.99153830480853E-02
10	0	5	80	2.97755514344158E-02
10	0	10	80	2.78363681351421E-02
10	0	15	80	2.46858510359021E-02
10	0	20	80	2.11302912182371E-02
10	0	25	80	1.78319001861966E-02
10	0	30	80	1.51460650277258E-02
10	0	35	80	1.31574078267636E-02
10	0	40	80	1.17908440521281E-02
10	0	45	80	1.09041666375984E-02
10	0	50	80	1.03391496138224E-02
10	0	55	80	9.94675876605363E-03
10	0	60	80	9.60595554800359E-03
10	0	65	80	9.2423667194894E-03
10	0	70	80	8.83901410452432E-03
10	0	75	80	8.42925951210207E-03
10	0	80	80	8.07346432535011E-03
10	0	85	80	7.83206339917277E-03
10	0	89.9	80	7.74678150466678E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=90) [1/sr]
10	0	0	90	2.99153830480853E-02
10	0	5	90	2.89823054286422E-02
10	0	10	90	2.64774277167433E-02
10	0	15	90	2.31086965503391E-02
10	0	20	90	1.96299958366571E-02
10	0	25	90	1.65643908140561E-02
10	0	30	90	0.014140037794335
10	0	35	90	1.23678968490684E-02
10	0	40	90	1.11465674836602E-02
10	0	45	90	0.010335161793256
10	0	50	90	9.79042351011541E-03
10	0	55	90	9.38530282923671E-03
10	0	60	90	9.02310226977146E-03
10	0	65	90	8.64970618997296E-03
10	0	70	90	8.2577104280359E-03
10	0	75	90	7.87725276779193E-03
10	0	80	90	7.55677941865869E-03
10	0	85	90	7.34312842810896E-03
10	0	89.9	90	7.26824179412763E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=100) [1/sr]
10	0	0	100	2.99153830480853E-02
10	0	5	100	2.82173202754325E-02
10	0	10	100	2.52093337613315E-02
10	0	15	100	2.16767497077254E-02
10	0	20	100	1.82971675923567E-02
10	0	25	100	1.54586718462748E-02
10	0	30	100	0.013278000279034
10	0	35	100	1.17046349317386E-02
10	0	40	100	1.06157567485676E-02
10	0	45	100	9.87223111635302E-03
10	0	50	100	9.34480855644781E-03
10	0	55	100	8.92721923860375E-03
10	0	60	100	8.54554560354724E-03
10	0	65	100	8.1640513618607E-03
10	0	70	100	7.78349952795604E-03
10	0	75	100	7.43064370524125E-03
10	0	80	100	7.14296981444424E-03
10	0	85	100	6.95497140593402E-03
10	0	89.9	100	6.88968377321725E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=110) [1/sr]
10	0	0	110	2.99153830480853E-02
10	0	5	110	2.75013021638997E-02
10	0	10	110	2.40588074915518E-02
10	0	15	110	2.04095577027392E-02
10	0	20	110	1.71395791373288E-02
10	0	25	110	1.45124212269105E-02
10	0	30	110	1.25509479150732E-02
10	0	35	110	1.11548736342702E-02
10	0	40	110	1.01840716195889E-02
10	0	45	110	9.50094557874407E-03
10	0	50	110	8.98864296109056E-03
10	0	55	110	8.55971508499837E-03
10	0	60	110	8.16072768079206E-03
10	0	65	110	7.77202471556533E-03
10	0	70	110	7.40120928429805E-03
10	0	75	110	7.07197027739242E-03
10	0	80	110	6.81240292072591E-03
10	0	85	110	6.64643578791931E-03
10	0	89.9	110	6.58940613619339E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=120) [1/sr]
10	0	0	120	2.99153830480853E-02
10	0	5	120	0.026851468491878
10	0	10	120	2.30440136198634E-02
10	0	15	120	1.93160465976518E-02
10	0	20	120	0.016155747151358
10	0	25	120	1.37168160044727E-02
10	0	30	120	0.011945772167955
10	0	35	120	1.07031929226769E-02
10	0	40	120	9.83510643515872E-03
