type bsdf_data
format angles=deg bsdf=value scale=1
angles measured from local surface normal
AOI	0	deg.
FRED TIS integral (0-1)	2.07340180275169E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=0) [1/sr]
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=30) [1/sr]
0	0	0	30	1.72390367569738E-02
0	0	5	30	1.66142455221674E-02
0	0	10	30	1.49576915240426E-02
0	0	15	30	1.27811370507265E-02
0	0	20	30	1.06032717960492E-02
0	0	25	30	8.75372636329593E-03
0	0	30	30	7.34964989866076E-03
0	0	35	30	6.36929411009652E-03
0	0	40	30	5.73025976022397E-03
0	0	45	30	5.33546156417888E-03
0	0	50	30	5.09177378038555E-03
0	0	55	30	4.91767534977031E-03
0	0	60	30	4.75099654303627E-03
0	0	65	30	4.55782899232512E-03
0	0	70	30	4.33637263827918E-03
0	0	75	30	4.11051866479945E-03
0	0	80	30	3.91563094695315E-03
0	0	85	30	3.78436875915179E-03
0	0	89.9	30	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=40) [1/sr]
0	0	0	40	1.72390367569738E-02
0	0	5	40	1.66142455221674E-02
0	0	10	40	1.49576915240426E-02
0	0	15	40	1.27811370507265E-02
0	0	20	40	1.06032717960492E-02
0	0	25	40	8.75372636329593E-03
0	0	30	40	7.34964989866076E-03
0	0	35	40	6.36929411009652E-03
0	0	40	40	5.73025976022398E-03
0	0	45	40	5.33546156417888E-03
0	0	50	40	5.09177378038555E-03
0	0	55	40	4.91767534977031E-03
0	0	60	40	4.75099654303627E-03
0	0	65	40	4.55782899232512E-03
0	0	70	40	4.33637263827918E-03
0	0	75	40	4.11051866479946E-03
0	0	80	40	3.91563094695315E-03
0	0	85	40	3.78436875915179E-03
0	0	89.9	40	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=50) [1/sr]
0	0	0	50	1.72390367569738E-02
0	0	5	50	1.66142455221674E-02
0	0	10	50	1.49576915240426E-02
0	0	15	50	1.27811370507265E-02
0	0	20	50	1.06032717960492E-02
0	0	25	50	8.75372636329593E-03
0	0	30	50	7.34964989866076E-03
0	0	35	50	6.36929411009652E-03
0	0	40	50	5.73025976022397E-03
0	0	45	50	5.33546156417888E-03
0	0	50	50	5.09177378038555E-03
0	0	55	50	4.91767534977032E-03
0	0	60	50	4.75099654303627E-03
0	0	65	50	4.55782899232512E-03
0	0	70	50	4.33637263827918E-03
0	0	75	50	4.11051866479945E-03
0	0	80	50	3.91563094695315E-03
0	0	85	50	3.78436875915179E-03
0	0	89.9	50	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=60) [1/sr]
0	0	0	60	1.72390367569738E-02
0	0	5	60	1.66142455221674E-02
0	0	10	60	1.49576915240426E-02
0	0	15	60	1.27811370507265E-02
0	0	20	60	1.06032717960492E-02
0	0	25	60	8.75372636329593E-03
0	0	30	60	7.34964989866076E-03
0	0	35	60	6.36929411009652E-03
0	0	40	60	5.73025976022397E-03
0	0	45	60	5.33546156417888E-03
0	0	50	60	5.09177378038555E-03
0	0	55	60	4.91767534977032E-03
0	0	60	60	4.75099654303627E-03
0	0	65	60	4.55782899232512E-03
0	0	70	60	4.33637263827918E-03
0	0	75	60	4.11051866479946E-03
0	0	80	60	3.91563094695315E-03
0	0	85	60	3.78436875915178E-03
0	0	89.9	60	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=70) [1/sr]
0	0	0	70	1.72390367569738E-02
0	0	5	70	1.66142455221674E-02
0	0	10	70	1.49576915240426E-02
0	0	15	70	1.27811370507265E-02
0	0	20	70	1.06032717960492E-02
0	0	25	70	8.75372636329593E-03
0	0	30	70	7.34964989866076E-03
0	0	35	70	6.36929411009652E-03
0	0	40	70	5.73025976022398E-03
0	0	45	70	5.33546156417888E-03
0	0	50	70	5.09177378038555E-03
0	0	55	70	4.91767534977031E-03
0	0	60	70	4.75099654303627E-03
0	0	65	70	4.55782899232512E-03
0	0	70	70	4.33637263827918E-03
0	0	75	70	4.11051866479945E-03
0	0	80	70	3.91563094695315E-03
0	0	85	70	3.78436875915179E-03
0	0	89.9	70	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=80) [1/sr]
0	0	0	80	1.72390367569738E-02
0	0	5	80	1.66142455221674E-02
0	0	10	80	1.49576915240426E-02
0	0	15	80	1.27811370507265E-02
0	0	20	80	1.06032717960492E-02
0	0	25	80	8.75372636329593E-03
0	0	30	80	7.34964989866076E-03
0	0	35	80	6.36929411009652E-03
0	0	40	80	5.73025976022397E-03
0	0	45	80	5.33546156417888E-03
0	0	50	80	5.09177378038555E-03
0	0	55	80	4.91767534977031E-03
0	0	60	80	4.75099654303627E-03
0	0	65	80	4.55782899232512E-03
0	0	70	80	4.33637263827918E-03
0	0	75	80	4.11051866479945E-03
0	0	80	80	3.91563094695315E-03
0	0	85	80	3.78436875915178E-03
0	0	89.9	80	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=90) [1/sr]
0	0	0	90	1.72390367569738E-02
0	0	5	90	1.66142455221674E-02
0	0	10	90	1.49576915240426E-02
0	0	15	90	1.27811370507265E-02
0	0	20	90	1.06032717960492E-02
0	0	25	90	8.75372636329593E-03
0	0	30	90	7.34964989866076E-03
0	0	35	90	6.36929411009651E-03
0	0	40	90	5.73025976022397E-03
0	0	45	90	5.33546156417888E-03
0	0	50	90	5.09177378038555E-03
0	0	55	90	4.91767534977031E-03
0	0	60	90	4.75099654303627E-03
0	0	65	90	4.55782899232512E-03
0	0	70	90	4.33637263827918E-03
0	0	75	90	4.11051866479946E-03
0	0	80	90	3.91563094695315E-03
0	0	85	90	3.78436875915179E-03
0	0	89.9	90	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=100) [1/sr]
0	0	0	100	1.72390367569738E-02
0	0	5	100	1.66142455221674E-02
0	0	10	100	1.49576915240426E-02
0	0	15	100	1.27811370507265E-02
0	0	20	100	1.06032717960492E-02
0	0	25	100	8.75372636329593E-03
0	0	30	100	7.34964989866076E-03
0	0	35	100	6.36929411009652E-03
0	0	40	100	5.73025976022397E-03
0	0	45	100	5.33546156417888E-03
0	0	50	100	5.09177378038555E-03
0	0	55	100	4.91767534977031E-03
0	0	60	100	4.75099654303627E-03
0	0	65	100	4.55782899232512E-03
0	0	70	100	4.33637263827918E-03
0	0	75	100	4.11051866479946E-03
0	0	80	100	3.91563094695315E-03
0	0	85	100	3.78436875915178E-03
0	0	89.9	100	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=110) [1/sr]
0	0	0	110	1.72390367569738E-02
0	0	5	110	1.66142455221674E-02
0	0	10	110	1.49576915240426E-02
0	0	15	110	1.27811370507265E-02
0	0	20	110	1.06032717960492E-02
0	0	25	110	8.75372636329593E-03
0	0	30	110	7.34964989866076E-03
0	0	35	110	6.36929411009652E-03
0	0	40	110	5.73025976022397E-03
0	0	45	110	5.33546156417888E-03
0	0	50	110	5.09177378038555E-03
0	0	55	110	4.91767534977032E-03
0	0	60	110	4.75099654303627E-03
0	0	65	110	4.55782899232512E-03
0	0	70	110	4.33637263827918E-03
0	0	75	110	4.11051866479946E-03
0	0	80	110	3.91563094695315E-03
0	0	85	110	3.78436875915178E-03
0	0	89.9	110	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=120) [1/sr]
0	0	0	120	1.72390367569738E-02
0	0	5	120	1.66142455221674E-02
0	0	10	120	1.49576915240426E-02
0	0	15	120	1.27811370507265E-02
0	0	20	120	1.06032717960492E-02
0	0	25	120	8.75372636329593E-03
0	0	30	120	7.34964989866076E-03
0	0	35	120	6.36929411009652E-03
0	0	40	120	5.73025976022397E-03
0	0	45	120	5.33546156417888E-03
0	0	50	120	5.09177378038555E-03
0	0	55	120	4.91767534977032E-03
0	0	60	120	4.75099654303626E-03
0	0	65	120	4.55782899232512E-03
0	0	70	120	4.33637263827918E-03
0	0	75	120	4.11051866479946E-03
0	0	80	120	3.91563094695315E-03
0	0	85	120	3.78436875915178E-03
0	0	89.9	120	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=130) [1/sr]
0	0	0	130	1.72390367569738E-02
0	0	5	130	1.66142455221674E-02
0	0	10	130	1.49576915240426E-02
0	0	15	130	1.27811370507265E-02
0	0	20	130	1.06032717960492E-02
0	0	25	130	8.75372636329593E-03
0	0	30	130	7.34964989866076E-03
0	0	35	130	6.36929411009652E-03
0	0	40	130	5.73025976022397E-03
0	0	45	130	5.33546156417888E-03
0	0	50	130	5.09177378038555E-03
0	0	55	130	4.91767534977032E-03
0	0	60	130	4.75099654303627E-03
0	0	65	130	4.55782899232512E-03
0	0	70	130	4.33637263827918E-03
0	0	75	130	4.11051866479945E-03
0	0	80	130	3.91563094695315E-03
0	0	85	130	3.78436875915179E-03
0	0	89.9	130	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=140) [1/sr]
0	0	0	140	1.72390367569738E-02
0	0	5	140	1.66142455221674E-02
0	0	10	140	1.49576915240426E-02
0	0	15	140	1.27811370507265E-02
0	0	20	140	1.06032717960492E-02
0	0	25	140	8.75372636329593E-03
0	0	30	140	7.34964989866076E-03
0	0	35	140	6.36929411009652E-03
0	0	40	140	5.73025976022397E-03
0	0	45	140	5.33546156417888E-03
0	0	50	140	5.09177378038555E-03
0	0	55	140	4.91767534977032E-03
0	0	60	140	4.75099654303627E-03
0	0	65	140	4.55782899232512E-03
0	0	70	140	4.33637263827917E-03
0	0	75	140	4.11051866479946E-03
0	0	80	140	3.91563094695315E-03
0	0	85	140	3.78436875915178E-03
0	0	89.9	140	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=150) [1/sr]
0	0	0	150	1.72390367569738E-02
0	0	5	150	1.66142455221674E-02
0	0	10	150	1.49576915240426E-02
0	0	15	150	1.27811370507265E-02
0	0	20	150	1.06032717960492E-02
0	0	25	150	8.75372636329593E-03
0	0	30	150	7.34964989866076E-03
0	0	35	150	6.36929411009652E-03
0	0	40	150	5.73025976022397E-03
0	0	45	150	5.33546156417888E-03
0	0	50	150	5.09177378038555E-03
0	0	55	150	4.91767534977031E-03
0	0	60	150	4.75099654303627E-03
0	0	65	150	4.55782899232512E-03
0	0	70	150	4.33637263827918E-03
0	0	75	150	4.11051866479945E-03
0	0	80	150	3.91563094695315E-03
0	0	85	150	3.78436875915179E-03
0	0	89.9	150	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=160) [1/sr]
0	0	0	160	1.72390367569738E-02
0	0	5	160	1.66142455221674E-02
0	0	10	160	1.49576915240426E-02
0	0	15	160	1.27811370507265E-02
0	0	20	160	1.06032717960492E-02
0	0	25	160	8.75372636329593E-03
0	0	30	160	7.34964989866076E-03
0	0	35	160	6.36929411009651E-03
0	0	40	160	5.73025976022398E-03
0	0	45	160	5.33546156417888E-03
0	0	50	160	5.09177378038555E-03
0	0	55	160	4.91767534977031E-03
0	0	60	160	4.75099654303627E-03
0	0	65	160	4.55782899232512E-03
0	0	70	160	4.33637263827918E-03
0	0	75	160	4.11051866479945E-03
0	0	80	160	3.91563094695315E-03
0	0	85	160	3.78436875915179E-03
0	0	89.9	160	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=170) [1/sr]
0	0	0	170	1.72390367569738E-02
0	0	5	170	1.66142455221674E-02
0	0	10	170	1.49576915240426E-02
0	0	15	170	1.27811370507265E-02
0	0	20	170	1.06032717960492E-02
0	0	25	170	8.75372636329593E-03
0	0	30	170	7.34964989866076E-03
0	0	35	170	6.36929411009652E-03
0	0	40	170	5.73025976022397E-03
0	0	45	170	5.33546156417888E-03
0	0	50	170	5.09177378038555E-03
0	0	55	170	4.91767534977031E-03
0	0	60	170	4.75099654303627E-03
0	0	65	170	4.55782899232512E-03
0	0	70	170	4.33637263827918E-03
0	0	75	170	4.11051866479946E-03
0	0	80	170	3.91563094695315E-03
0	0	85	170	3.78436875915178E-03
0	0	89.9	170	3.7382011805152E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=180) [1/sr]
0	0	0	180	1.72390367569738E-02
0	0	5	180	1.66142455221674E-02
0	0	10	180	1.49576915240426E-02
0	0	15	180	1.27811370507265E-02
0	0	20	180	1.06032717960492E-02
0	0	25	180	8.75372636329593E-03
0	0	30	180	7.34964989866076E-03
0	0	35	180	6.36929411009651E-03
0	0	40	180	5.73025976022397E-03
0	0	45	180	5.33546156417888E-03
0	0	50	180	5.09177378038555E-03
0	0	55	180	4.91767534977031E-03
0	0	60	180	4.75099654303627E-03
0	0	65	180	4.55782899232512E-03
0	0	70	180	4.33637263827918E-03
0	0	75	180	4.11051866479946E-03
0	0	80	180	3.91563094695315E-03
0	0	85	180	3.78436875915179E-03
0	0	89.9	180	3.7382011805152E-03
AOI	10	deg.
FRED TIS integral (0-1)	2.14987933087024E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=0) [1/sr]
10	0	0	0	1.49576915240426E-02
10	0	5	0	1.69918303769502E-02
10	0	10	0	1.79302692981491E-02
10	0	15	0	1.74788760246289E-02
10	0	20	0	1.58900442646708E-02
10	0	25	0	1.37715795204214E-02
10	0	30	0	1.17108704863426E-02
10	0	35	0	1.00498331962316E-02
10	0	40	0	8.88586814747282E-03
10	0	45	0	8.17025133467292E-03
10	0	50	0	7.7917624836598E-03
10	0	55	0	7.6201237961642E-03
10	0	60	0	7.52935143705429E-03
10	0	65	0	7.42103972630391E-03
10	0	70	0	7.24743559271211E-03
10	0	75	0	7.01906209039874E-03
10	0	80	0	6.78808886731474E-03
10	0	85	0	6.61768000758575E-03
10	0	89.9	0	6.55520175914123E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=10) [1/sr]
10	0	0	10	1.49576915240426E-02
10	0	5	10	1.69496014446818E-02
10	0	10	10	0.017842545394867
10	0	15	10	1.73574821916331E-02
10	0	20	10	1.57553527493293E-02
10	0	25	10	1.36414155854894E-02
10	0	30	10	1.15943413767618E-02
10	0	35	10	9.94809240543189E-03
10	0	40	10	8.79575446657278E-03
10	0	45	10	8.08730485787742E-03
10	0	50	10	7.71180487214649E-03
10	0	55	10	7.53991456594018E-03
10	0	60	10	7.44685688765942E-03
10	0	65	10	7.33549491421455E-03
10	0	70	10	7.15914884302722E-03
10	0	75	10	6.92894833627719E-03
10	0	80	10	6.69710817269408E-03
10	0	85	10	6.52645125297322E-03
10	0	89.9	10	6.46394644789217E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=20) [1/sr]
10	0	0	20	1.49576915240426E-02
10	0	5	20	1.68250393099312E-02
10	0	10	20	1.75855902444187E-02
10	0	15	20	1.70042924674295E-02
10	0	20	20	1.53658802550446E-02
10	0	25	20	1.32670638616011E-02
10	0	30	20	1.12607221274412E-02
10	0	35	20	9.65783578602351E-03
10	0	40	20	8.53925774040668E-03
10	0	45	20	7.85143764624637E-03
10	0	50	20	7.48441693589552E-03
10	0	55	20	7.3117071259599E-03
10	0	60	20	7.21215469767896E-03
10	0	65	20	7.09238533032633E-03
10	0	70	20	6.90881165535962E-03
10	0	75	20	6.67417934666631E-03
10	0	80	20	6.44062666399591E-03
10	0	85	20	6.26980389767415E-03
10	0	89.9	20	6.20741789210703E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=30) [1/sr]
10	0	0	30	1.49576915240426E-02
10	0	5	30	1.66243170747675E-02
10	0	10	30	1.71771426093952E-02
10	0	15	30	1.64501803733468E-02
10	0	20	30	1.47620881670288E-02
10	0	25	30	1.26927533943754E-02
10	0	30	30	1.07534028551645E-02
10	0	35	30	9.21949840848938E-03
10	0	40	30	8.15366439086217E-03
10	0	45	30	7.49754784720765E-03
10	0	50	30	7.14319115955642E-03
10	0	55	30	6.96893296772528E-03
10	0	60	30	6.85962659626901E-03
10	0	65	30	6.72799720491985E-03
10	0	70	30	6.53520878258081E-03
10	0	75	30	6.29610759014604E-03
10	0	80	30	6.06212531017661E-03
10	0	85	30	5.89258071472931E-03
10	0	89.9	30	5.83092145162011E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=40) [1/sr]
10	0	0	40	1.49576915240426E-02
10	0	5	40	1.63570876611577E-02
10	0	10	40	1.66439602005215E-02
10	0	15	40	1.57402690928414E-02
10	0	20	40	1.40015238823423E-02
10	0	25	40	1.19799967803674E-02
10	0	30	40	1.01317076822339E-02
10	0	35	40	8.68772782709704E-03
10	0	40	40	7.68904294040607E-03
10	0	45	40	7.07239044400094E-03
10	0	50	40	6.73314892427486E-03
10	0	55	40	6.55643425024732E-03
10	0	60	40	6.43533083623954E-03
10	0	65	40	6.29068389737105E-03
10	0	70	40	6.08954234963251E-03
10	0	75	40	5.84870397399465E-03
10	0	80	40	5.61774847801736E-03
10	0	85	40	5.45225285525352E-03
10	0	89.9	40	5.39236631387501E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=50) [1/sr]
10	0	0	50	1.49576915240426E-02
10	0	5	50	1.60356408869082E-02
10	0	10	50	1.60183278195889E-02
10	0	15	50	1.49264774022303E-02
10	0	20	50	1.31477213936367E-02
10	0	25	50	1.11944133088184E-02
10	0	30	50	9.45726871109155E-03
10	0	35	50	8.11827993469206E-03
10	0	40	50	7.19596437534193E-03
10	0	45	50	6.62302342633921E-03
10	0	50	50	6.29963206967408E-03
10	0	55	50	6.11943537381384E-03
10	0	60	50	5.98563225049603E-03
10	0	65	50	0.005828726393151
10	0	70	50	5.62220140594193E-03
10	0	75	50	5.38414206879089E-03
10	0	80	50	5.16086743721453E-03
10	0	85	50	5.00281464715596E-03
10	0	89.9	50	4.94593053855475E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=60) [1/sr]
10	0	0	60	1.49576915240426E-02
10	0	5	60	1.56739160994773E-02
10	0	10	60	0.015334342848005
10	0	15	60	1.40602441566009E-02
10	0	20	60	0.012260163905303
10	0	25	60	0.010394551592892
10	0	30	60	8.78302227151224E-03
10	0	35	60	7.55778385572914E-03
10	0	40	60	6.71608783822547E-03
10	0	45	60	6.1880102336399E-03
10	0	50	60	5.87984178769957E-03
10	0	55	60	5.69513279618338E-03
10	0	60	60	5.54857770931849E-03
10	0	65	60	5.3812867593194E-03
10	0	70	60	5.17319999721331E-03
10	0	75	60	4.94276727248263E-03
10	0	80	60	4.73172212205568E-03
10	0	85	60	4.58425340131903E-03
10	0	89.9	60	4.53148048985571E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=70) [1/sr]
10	0	0	70	1.49576915240426E-02
10	0	5	70	1.52865070866062E-02
10	0	10	70	1.46246666752181E-02
10	0	15	70	1.31869776059814E-02
10	0	20	70	1.13875746570965E-02
10	0	25	70	9.62527227485091E-03
10	0	30	70	8.14731859307461E-03
10	0	35	70	7.03864193812459E-03
10	0	40	70	6.27765543370738E-03
10	0	45	70	5.79327051930345E-03
10	0	50	70	5.49884554069634E-03
10	0	55	70	5.30871975642477E-03
10	0	60	70	5.14987737090686E-03
10	0	65	70	4.97437800293404E-03
10	0	70	70	4.76824804639207E-03
10	0	75	70	4.54939747713253E-03
10	0	80	70	4.35401313056113E-03
10	0	85	70	4.21938149806027E-03
10	0	89.9	70	4.17149517414647E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=80) [1/sr]
10	0	0	80	1.49576915240426E-02
10	0	5	80	1.48877757172079E-02
10	0	10	80	1.39181840675711E-02
10	0	15	80	0.012342925517951
10	0	20	80	1.05651456091185E-02
10	0	25	80	8.91595009309833E-03
10	0	30	80	7.5730325138629E-03
10	0	35	80	6.57870391338181E-03
10	0	40	80	5.89542202606407E-03
10	0	45	80	5.45208331879918E-03
10	0	50	80	5.16957480691119E-03
10	0	55	80	4.97337938302681E-03
10	0	60	80	4.8029777740018E-03
10	0	65	80	4.6211833597447E-03
10	0	70	80	4.41950705226216E-03
10	0	75	80	4.21462975605104E-03
10	0	80	80	4.03673216267506E-03
10	0	85	80	3.91603169958638E-03
10	0	89.9	80	3.87339075233339E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=90) [1/sr]
10	0	0	90	1.49576915240426E-02
10	0	5	90	1.44911527143211E-02
10	0	10	90	1.32387138583717E-02
10	0	15	90	1.15543482751695E-02
10	0	20	90	9.81499791832852E-03
10	0	25	90	8.28219540702808E-03
10	0	30	90	7.07001889716748E-03
10	0	35	90	6.1839484245342E-03
10	0	40	90	5.57328374183013E-03
10	0	45	90	0.005167580896628
10	0	50	90	4.89521175505771E-03
10	0	55	90	4.69265141461836E-03
10	0	60	90	4.51155113488573E-03
10	0	65	90	4.32485309498648E-03
10	0	70	90	4.12885521401795E-03
10	0	75	90	3.93862638389596E-03
10	0	80	90	3.77838970932934E-03
10	0	85	90	3.67156421405448E-03
10	0	89.9	90	3.63412089706381E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=100) [1/sr]
10	0	0	100	1.49576915240426E-02
10	0	5	100	1.41086601377162E-02
10	0	10	100	1.26046668806658E-02
10	0	15	100	1.08383748538627E-02
10	0	20	100	9.14858379617834E-03
10	0	25	100	7.7293359231374E-03
10	0	30	100	6.63900013951699E-03
10	0	35	100	5.85231746586932E-03
10	0	40	100	5.3078783742838E-03
10	0	45	100	4.93611555817651E-03
10	0	50	100	4.67240427822391E-03
10	0	55	100	4.46360961930188E-03
10	0	60	100	4.27277280177362E-03
10	0	65	100	4.08202568093035E-03
10	0	70	100	3.89174976397802E-03
10	0	75	100	3.71532185262063E-03
10	0	80	100	3.57148490722212E-03
10	0	85	100	3.47748570296701E-03
10	0	89.9	100	3.44484188660862E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=110) [1/sr]
10	0	0	110	1.49576915240426E-02
10	0	5	110	1.37506510819498E-02
10	0	10	110	1.20294037457759E-02
10	0	15	110	1.02047788513696E-02
10	0	20	110	8.56978956866442E-03
10	0	25	110	7.25621061345524E-03
10	0	30	110	6.27547395753658E-03
10	0	35	110	5.57743681713509E-03
10	0	40	110	5.09203580979444E-03
10	0	45	110	4.75047278937204E-03
10	0	50	110	4.49432148054528E-03
10	0	55	110	4.27985754249919E-03
10	0	60	110	4.08036384039603E-03
10	0	65	110	3.88601235778266E-03
10	0	70	110	3.70060464214902E-03
10	0	75	110	3.53598513869621E-03
10	0	80	110	3.40620146036295E-03
10	0	85	110	3.32321789395965E-03
10	0	89.9	110	3.2947030680967E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=120) [1/sr]
