type bsdf_data
format angles=deg bsdf=value scale=1
angles measured from local surface normal
AOI	0	deg.
FRED TIS integral (0-1)	2.07340180275169E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=0) [1/sr]
10	0	0	120	1.49576915240426E-02
10	0	5	120	0.013425734245939
10	0	10	120	1.15220068099317E-02
10	0	15	120	9.65802329882592E-03
10	0	20	120	8.07787357567899E-03
10	0	25	120	6.85840800223635E-03
10	0	30	120	5.97288608397752E-03
10	0	35	120	5.35159646133846E-03
10	0	40	120	4.91755321757937E-03
10	0	45	120	4.60246564853497E-03
10	0	50	120	4.35310977229219E-03
10	0	55	120	4.13390731043631E-03
10	0	60	120	3.9269641106378E-03
10	0	65	120	3.72922391489015E-03
10	0	70	120	3.54730100445892E-03
10	0	75	120	3.39181788346773E-03
10	0	80	120	3.27308205822635E-03
10	0	85	120	3.19882505050043E-03
10	0	89.9	120	3.17359353459571E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=130) [1/sr]
10	0	0	130	1.49576915240426E-02
10	0	5	130	0.013140836299296
10	0	10	130	0.011088216457618
10	0	15	130	9.19914354292482E-03
10	0	20	130	7.66979404483273E-03
10	0	25	130	6.53059540207173E-03
10	0	30	130	5.72480663071539E-03
10	0	35	130	5.16778689099336E-03
10	0	40	130	4.77712382172886E-03
10	0	45	130	4.4847625898066E-03
10	0	50	130	4.24162186545111E-03
10	0	55	130	4.01883262444793E-03
10	0	60	130	3.80574784701284E-03
10	0	65	130	3.60478007857434E-03
10	0	70	130	3.42480717177691E-03
10	0	75	130	3.27559991535081E-03
10	0	80	130	3.16471595528275E-03
10	0	85	130	3.09674524475535E-03
10	0	89.9	130	3.0738923801858E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=140) [1/sr]
10	0	0	140	1.49576915240426E-02
10	0	5	140	0.012901351714382
10	0	10	140	1.07313525689246E-02
10	0	15	140	0.00882725660994
10	0	20	140	7.34180702402191E-03
10	0	25	140	6.26792221225705E-03
10	0	30	140	5.52613338344941E-03
10	0	35	140	5.02080137406576E-03
10	0	40	140	4.66540487803303E-03
10	0	45	140	4.39192790193675E-03
10	0	50	140	4.15441378104621E-03
10	0	55	140	3.92921867182114E-03
10	0	60	140	3.71133334596194E-03
10	0	65	140	3.50737851506957E-03
10	0	70	140	3.32800100050638E-03
10	0	75	140	3.18247211120367E-03
10	0	80	140	3.07650603962147E-03
10	0	85	140	3.01256220690098E-03
10	0	89.9	140	2.99124597141985E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=150) [1/sr]
10	0	0	150	1.49576915240426E-02
10	0	5	150	1.27113344463625E-02
10	0	10	150	1.04531164103814E-02
10	0	15	150	8.54064858353346E-03
10	0	20	150	7.09040989403674E-03
10	0	25	150	6.06665776643531E-03
10	0	30	150	5.37348985344565E-03
10	0	35	150	4.90752755739729E-03
10	0	40	150	4.57929751621685E-03
10	0	45	150	4.32072230320406E-03
10	0	50	150	4.08806293585203E-03
10	0	55	150	3.86148457358385E-03
10	0	60	150	3.64008732992858E-03
10	0	65	150	3.43354343324403E-03
10	0	70	150	3.25382243852442E-03
10	0	75	150	3.10997415774063E-03
10	0	80	150	3.00660564303633E-03
10	0	85	150	2.9448776760359E-03
10	0	89.9	150	2.92441886349242E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=160) [1/sr]
10	0	0	160	1.49576915240426E-02
10	0	5	160	1.25736947106692E-02
10	0	10	160	1.02542281821331E-02
10	0	15	160	8.33748749715205E-03
10	0	20	160	6.91279416717398E-03
10	0	25	160	5.9242952201253E-03
10	0	30	160	5.26505718291739E-03
10	0	35	160	4.82663566046891E-03
10	0	40	160	4.5176032009194E-03
10	0	45	160	4.26979820523303E-03
10	0	50	160	4.04093139149017E-03
10	0	55	160	3.81370662062273E-03
10	0	60	160	3.58996382195293E-03
10	0	65	160	3.38140865131821E-03
10	0	70	160	3.20092681637359E-03
10	0	75	160	3.05752081960965E-03
10	0	80	160	2.9552165639764E-03
10	0	85	160	2.89447854550903E-03
10	0	89.9	160	2.87441304617363E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=170) [1/sr]
10	0	0	170	1.49576915240426E-02
10	0	5	170	1.24903740119461E-02
10	0	10	170	1.01348948270482E-02
10	0	15	170	8.2162495955001E-03
10	0	20	170	6.80698787420985E-03
10	0	25	170	5.83935883295967E-03
10	0	30	170	5.20010343951058E-03
10	0	35	170	4.7779306054859E-03
10	0	40	170	4.4803110693901E-03
10	0	45	170	4.23902094821644E-03
10	0	50	170	4.01258121357678E-03
10	0	55	170	3.78513141148818E-03
10	0	60	170	3.56006148307665E-03
10	0	65	170	3.35022974423785E-03
10	0	70	170	3.16906025135002E-03
10	0	75	170	3.02557842774103E-03
10	0	80	170	2.92355612313194E-03
10	0	85	170	2.86314441304277E-03
10	0	89.9	170	2.84321584365322E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=180) [1/sr]
10	0	0	180	1.49576915240426E-02
10	0	5	180	1.24624805237674E-02
10	0	10	180	1.00951226940367E-02
10	0	15	180	8.17594982954233E-03
10	0	20	180	6.77184383993301E-03
10	0	25	180	5.8111182791171E-03
10	0	30	180	5.1784553727708E-03
10	0	35	180	4.76164808038833E-03
10	0	40	180	4.46781267158113E-03
10	0	45	180	4.22870310810197E-03
10	0	50	180	4.00309994578592E-03
10	0	55	180	3.77560510972044E-03
10	0	60	180	3.55010784907828E-03
10	0	65	180	3.33983850384685E-03
10	0	70	180	3.15839871924095E-03
10	0	75	180	3.01483086895428E-03
10	0	80	180	2.91283902469037E-03
10	0	85	180	2.85248838253741E-03
10	0	89.9	180	2.83258779634401E-03
AOI	20	deg.
FRED TIS integral (0-1)	2.30882372101737E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=0) [1/sr]
20	0	0	0	1.06032717960492E-02
20	0	5	0	1.32408725291712E-02
20	0	10	0	1.58900442646708E-02
20	0	15	0	1.79540212852138E-02
20	0	20	0	1.89633534475027E-02
20	0	25	0	1.88492994961108E-02
20	0	30	0	1.79318445650237E-02
20	0	35	0	1.66742281289411E-02
20	0	40	0	1.54537757263323E-02
20	0	45	0	1.44829881104836E-02
20	0	50	0	1.38417500604572E-02
20	0	55	0	1.35379204472334E-02
20	0	60	0	1.35503126183324E-02
20	0	65	0	1.38439920871652E-02
20	0	70	0	1.43637195252359E-02
20	0	75	0	1.50177726934578E-02
20	0	80	0	1.56695197804581E-02
20	0	85	0	1.61555185246878E-02
20	0	89.9	0	0.016336017487031
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=10) [1/sr]
20	0	0	10	1.06032717960492E-02
20	0	5	10	1.31888030454613E-02
20	0	10	10	1.57553527493293E-02
20	0	15	10	1.77149723772226E-02
20	0	20	10	1.86199517337938E-02
20	0	25	10	1.84246174721698E-02
20	0	30	10	1.74606145628353E-02
20	0	35	10	1.61887416982332E-02
20	0	40	10	1.49758088936463E-02
20	0	45	10	1.40223264555237E-02
20	0	50	10	1.33976063756384E-02
20	0	55	10	1.31004594541675E-02
20	0	60	10	1.31018806159137E-02
20	0	65	10	1.33611516795378E-02
20	0	70	10	1.38215379078824E-02
20	0	75	10	1.43971941254478E-02
20	0	80	10	1.49667344985639E-02
20	0	85	10	1.53890554144301E-02
20	0	89.9	10	1.55454269994982E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=20) [1/sr]
20	0	0	20	1.06032717960492E-02
20	0	5	20	1.30360575349729E-02
20	0	10	20	1.53658802550446E-02
20	0	15	20	1.70343131149691E-02
20	0	20	20	1.76570071142271E-02
20	0	25	20	1.72503962009684E-02
20	0	30	20	1.61730289787657E-02
20	0	35	20	1.48738476030737E-02
20	0	40	20	1.36882411394198E-02
20	0	45	20	1.27840369534949E-02
20	0	50	20	1.22035120959754E-02
20	0	55	20	1.19233655781363E-02
20	0	60	20	1.18959784445864E-02
20	0	65	20	1.20674161334522E-02
20	0	70	20	1.23788486060792E-02
20	0	75	20	1.27606810929651E-02
20	0	80	20	1.31297606399504E-02
20	0	85	20	1.33984723502077E-02
20	0	89.9	20	1.34969889915764E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=30) [1/sr]
20	0	0	30	1.06032717960492E-02
20	0	5	30	1.27925496709737E-02
20	0	10	30	1.47620881670288E-02
20	0	15	30	0.01601002340525
20	0	20	30	1.62498713137539E-02
20	0	25	30	1.55800982418481E-02
20	0	30	30	1.43823574900448E-02
20	0	35	30	1.30756039981919E-02
20	0	40	30	1.19452909760035E-02
20	0	45	30	1.11145827692518E-02
20	0	50	30	1.05930783748738E-02
20	0	55	30	1.03333368806428E-02
20	0	60	30	1.02687826498511E-02
20	0	65	30	1.03335047270847E-02
20	0	70	30	1.04702738743404E-02
20	0	75	30	1.06317736777475E-02
20	0	80	30	1.07791633385856E-02
20	0	85	30	1.08815786645597E-02
20	0	89.9	30	1.09181918663042E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=40) [1/sr]
20	0	0	40	1.06032717960492E-02
20	0	5	40	1.24733317336688E-02
20	0	10	40	1.40015238823423E-02
20	0	15	40	1.47729045690965E-02
20	0	20	40	1.46189861181089E-02
20	0	25	40	1.37156012095083E-02
20	0	30	40	1.24453053167667E-02
20	0	35	40	0.011175130892249
20	0	40	40	1.01291805652038E-02
20	0	45	40	9.3847301835064E-03
20	0	50	40	8.92342732723841E-03
20	0	55	40	8.68100917573939E-03
20	0	60	40	8.58005085161212E-03
20	0	65	40	8.55032676626113E-03
20	0	70	40	8.54153829480743E-03
20	0	75	40	8.52842130367499E-03
20	0	80	40	8.50748016513533E-03
20	0	85	40	8.48764019820996E-03
20	0	89.9	40	8.47953689614265E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=50) [1/sr]
20	0	0	50	1.06032717960492E-02
20	0	5	50	1.20967457313035E-02
20	0	10	50	1.31477213936367E-02
20	0	15	50	0.013453965781673
20	0	20	50	1.29652868900946E-02
20	0	25	50	1.19092366827201E-02
20	0	30	50	1.06388622054618E-02
20	0	35	50	9.45235026756192E-03
20	0	40	50	8.51108128287121E-03
20	0	45	50	7.85377844199413E-03
20	0	50	50	7.44436288290335E-03
20	0	55	50	7.21262204755012E-03
20	0	60	50	7.0809917951744E-03
20	0	65	50	6.98371776668027E-03
20	0	70	50	6.88092774887296E-03
20	0	75	50	6.76403498763197E-03
20	0	80	50	6.6496276227693E-03
20	0	85	50	6.56520192306068E-03
20	0	89.9	50	6.53409682583286E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=60) [1/sr]
20	0	0	60	1.06032717960492E-02
20	0	5	60	1.16824245217089E-02
20	0	10	60	0.012260163905303
20	0	15	60	1.21600805330786E-02
20	0	20	60	1.14311386446096E-02
20	0	25	60	0.010316613426921
20	0	30	60	9.11342619651011E-03
20	0	35	60	8.04430950988958E-03
20	0	40	60	0.007214986443384
20	0	45	60	6.63683722372363E-03
20	0	50	60	6.26674259566803E-03
20	0	55	60	6.0382129706537E-03
20	0	60	60	5.8823315358589E-03
20	0	65	60	5.74406355008506E-03
20	0	70	60	5.59451546187098E-03
20	0	75	60	5.43451322162424E-03
20	0	80	60	5.28696335780705E-03
20	0	85	60	5.18227572711772E-03
20	0	89.9	60	5.14443017934482E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=70) [1/sr]
20	0	0	70	1.06032717960492E-02
20	0	5	70	1.12495002903847E-02
20	0	10	70	1.13875746570965E-02
20	0	15	70	1.09631881989251E-02
20	0	20	70	1.00923543505582E-02
20	0	25	70	8.99965056759836E-03
20	0	30	70	7.9102733464116E-03
20	0	35	70	6.97461961578032E-03
20	0	40	70	6.25371513141753E-03
20	0	45	70	5.74233381267244E-03
20	0	50	70	5.3986558844063E-03
20	0	55	70	5.1665728726041E-03
20	0	60	70	4.99120942735461E-03
20	0	65	70	4.83117991149838E-03
20	0	70	70	4.66711973234317E-03
20	0	75	70	4.50298097362391E-03
20	0	80	70	4.35893392462975E-03
20	0	85	70	4.25975210534103E-03
20	0	89.9	70	4.22439147483076E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=80) [1/sr]
20	0	0	80	1.06032717960492E-02
20	0	5	80	1.08152624234057E-02
20	0	10	80	1.05651456091185E-02
20	0	15	80	9.90131127831361E-03
20	0	20	80	8.97087823416853E-03
20	0	25	80	7.95495785894069E-03
20	0	30	80	7.00342863286422E-03
20	0	35	80	6.20328185202837E-03
20	0	40	80	5.58146005595164E-03
20	0	45	80	5.12400494267307E-03
20	0	50	80	4.79571984269734E-03
20	0	55	80	4.55470414067201E-03
20	0	60	80	4.36260283560731E-03
20	0	65	80	4.19212120232484E-03
20	0	70	80	4.03131768110118E-03
20	0	75	80	3.8831843085965E-03
20	0	80	80	3.76059147403502E-03
20	0	85	80	3.67906199606665E-03
20	0	89.9	80	3.65044810463074E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=90) [1/sr]
20	0	0	90	1.06032717960492E-02
20	0	5	90	1.03943595166382E-02
20	0	10	90	9.81499791832852E-03
20	0	15	90	8.98628614254971E-03
20	0	20	90	8.05448198250217E-03
20	0	25	90	7.14466559164174E-03
20	0	30	90	6.33689103328189E-03
20	0	35	90	5.6656278857877E-03
20	0	40	90	5.13186978342119E-03
20	0	45	90	4.71747062534229E-03
20	0	50	90	4.3965417093071E-03
20	0	55	90	4.14308791335482E-03
20	0	60	90	3.93573157724165E-03
20	0	65	90	3.76025879104106E-03
20	0	70	90	3.61021251674469E-03
20	0	75	90	3.48568445572222E-03
20	0	80	90	3.39084248465951E-03
20	0	85	90	3.33108307568766E-03
20	0	89.9	90	3.31064642152107E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=100) [1/sr]
20	0	0	100	1.06032717960492E-02
20	0	5	100	9.99851138742019E-03
20	0	10	100	9.14858379617834E-03
20	0	15	100	8.21332216904498E-03
20	0	20	100	7.31451151284152E-03
20	0	25	100	6.51917470287651E-03
20	0	30	100	5.84818175990552E-03
20	0	35	100	0.005294127888475
20	0	40	100	4.83765059648875E-03
20	0	45	100	4.45833825031192E-03
20	0	50	100	4.14024121356891E-03
20	0	55	100	3.87326399218089E-03
20	0	60	100	3.65198984045035E-03
20	0	65	100	3.47346828992133E-03
20	0	70	100	3.33520125246925E-03
20	0	75	100	3.23402485570387E-03
20	0	80	100	3.1660249276503E-03
20	0	85	100	3.1272353889149E-03
20	0	89.9	100	3.11468021319991E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=110) [1/sr]
20	0	0	110	1.06032717960492E-02
20	0	5	110	9.63661546591644E-03
20	0	10	110	8.56978956866441E-03
20	0	15	110	7.56937383666554E-03
20	0	20	110	6.71841047794029E-03
20	0	25	110	6.03082466324629E-03
20	0	30	110	5.48078272650024E-03
20	0	35	110	5.02873187976629E-03
20	0	40	110	4.63907108241483E-03
20	0	45	110	4.28959087999584E-03
20	0	50	110	3.97336946849582E-03
20	0	55	110	3.69460184906739E-03
20	0	60	110	3.46152841666224E-03
20	0	65	110	3.28012054288239E-03
20	0	70	110	3.15066334660417E-03
20	0	75	110	3.06736493550567E-03
20	0	80	110	3.02014656606115E-03
20	0	85	110	2.99775906654505E-03
20	0	89.9	110	2.99140854886457E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=120) [1/sr]
20	0	0	120	1.06032717960492E-02
20	0	5	120	9.31510243264985E-03
20	0	10	120	8.07787357567899E-03
20	0	15	120	7.03914902043041E-03
20	0	20	120	6.23712634139707E-03
20	0	25	120	5.64101712966281E-03
20	0	30	120	5.19037616052774E-03
20	0	35	120	4.82226852636798E-03
20	0	40	120	4.48863773053556E-03
20	0	45	120	4.16558285710616E-03
20	0	50	120	3.85325303782632E-03
20	0	55	120	3.56705389358311E-03
20	0	60	120	3.32545717425978E-03
20	0	65	120	3.14066547942129E-03
20	0	70	120	3.01480309731034E-03
20	0	75	120	2.94057718988335E-03
20	0	80	120	2.90441734213965E-03
20	0	85	120	2.89093740112547E-03
20	0	89.9	120	2.88798693678013E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=130) [1/sr]
20	0	0	130	1.06032717960492E-02
20	0	5	130	9.0384063807472E-03
20	0	10	130	7.66979404483273E-03
20	0	15	130	6.60871714089158E-03
20	0	20	130	5.84860069902225E-03
20	0	25	130	5.32316056503158E-03
20	0	30	130	4.94778544476415E-03
20	0	35	130	4.64388395641719E-03
20	0	40	130	4.35489164311269E-03
20	0	45	130	4.05559966844683E-03
20	0	50	130	3.75079815850047E-03
20	0	55	130	3.46307414886371E-03
20	0	60	130	3.21705307052201E-03
20	0	65	130	3.02840418643225E-03
20	0	70	130	0.002900336946441
20	0	75	130	2.82533714781005E-03
20	0	80	130	2.78920392534751E-03
20	0	85	130	2.77597799435581E-03
20	0	89.9	130	2.77315147177194E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=140) [1/sr]
20	0	0	140	1.06032717960492E-02
20	0	5	140	8.80944706417537E-03
20	0	10	140	7.3418070240219E-03
20	0	15	140	6.26717892477127E-03
20	0	20	140	5.53852754828933E-03
20	0	25	140	5.06270167245149E-03
20	0	30	140	4.73920508012957E-03
20	0	35	140	4.48017189247844E-03
20	0	40	140	4.22436449512746E-03
20	0	45	140	3.94598509671038E-03
20	0	50	140	3.65216031859233E-03
20	0	55	140	3.36860907990138E-03
20	0	60	140	3.12219027722607E-03
20	0	65	140	2.92960789496331E-03
20	0	70	140	2.79462223187715E-03
20	0	75	140	2.71066522866999E-03
20	0	80	140	2.66533796042024E-03
20	0	85	140	2.64511094348014E-03
20	0	89.9	140	2.63965709700605E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=150) [1/sr]
20	0	0	150	1.06032717960492E-02
20	0	5	150	8.63005986538623E-03
20	0	10	150	7.09040989403673E-03
20	0	15	150	6.00698975928985E-03
20	0	20	150	5.29933918158725E-03
20	0	25	150	4.85496284681864E-03
20	0	30	150	0.004563588811283
20	0	35	150	4.3327790181652E-03
20	0	40	150	4.0996896373502E-03
20	0	45	150	3.83867061365994E-03
20	0	50	150	3.55746947440123E-03
20	0	55	150	3.28183777661526E-03
20	0	60	150	3.03795772493539E-03
20	0	65	150	2.84186974109644E-03
20	0	70	150	2.69758527033486E-03
20	0	75	150	2.60028948263121E-03
20	0	80	150	2.54085831682397E-03
20	0	85	150	2.50982736626991E-03
20	0	89.9	150	2.50031992533755E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=160) [1/sr]
20	0	0	160	1.06032717960492E-02
20	0	5	160	8.50134243024494E-03
20	0	10	160	6.91279416717398E-03
20	0	15	160	5.82349918249404E-03
20	0	20	160	5.12825438061634E-03
20	0	25	160	4.70163872522492E-03
20	0	30	160	4.42783734455381E-03
20	0	35	160	4.21275425692784E-03
20	0	40	160	3.9937513257088E-03
20	0	45	160	3.74574863623166E-03
20	0	50	160	3.47618852395004E-03
20	0	55	160	3.20927352381242E-03
20	0	60	160	2.96911953633757E-03
20	0	65	160	2.77035499492155E-03
20	0	70	160	2.61711893672068E-03
20	0	75	160	2.50657809726813E-03
20	0	80	160	2.43313221630249E-03
20	0	85	160	2.39143523983769E-03
20	0	89.9	160	2.3779461958971E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=170) [1/sr]
20	0	0	170	1.06032717960492E-02
20	0	5	170	8.42391059585926E-03
20	0	10	170	6.80698787420985E-03
20	0	15	170	5.71417342315339E-03
20	0	20	170	5.02512461805628E-03
20	0	25	170	4.60703695322439E-03
20	0	30	170	4.34136205058222E-03
20	0	35	170	4.13370447506151E-03
20	0	40	170	3.92215886200451E-03
20	0	45	170	3.68220808509678E-03
20	0	50	170	3.42078745719063E-03
20	0	55	170	3.16047237169815E-03
20	0	60	170	2.9234297987728E-03
20	0	65	170	2.72302522405132E-03
20	0	70	170	2.56347577015378E-03
20	0	75	170	2.44349490715054E-03
20	0	80	170	2.36011563320109E-03
20	0	85	170	2.3109221676823E-03
20	0	89.9	170	2.29465028842676E-03
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=20, AZI=180) [1/sr]
20	0	0	180	1.06032717960492E-02
20	0	5	180	8.39806953967666E-03
20	0	10	180	6.77184383993301E-03
20	0	15	180	5.67784126163197E-03
20	0	20	180	4.99062925867737E-03
20	0	25	180	4.57500582059539E-03
20	0	30	180	4.31161184449217E-03
20	0	35	180	4.10607263955404E-03
20	0	40	180	3.89683419247156E-03
20	0	45	180	3.6596063511186E-03
20	0	50	180	3.40109964179052E-03
20	0	55	180	3.14322550919993E-03
20	0	60	180	2.90737658126408E-03
20	0	65	180	2.7064244895261E-03
20	0	70	180	2.5446157046843E-03
20	0	75	180	2.42124641206881E-03
20	0	80	180	2.33431738501564E-03
20	0	85	180	2.28245976684193E-03
20	0	89.9	180	2.26520241062483E-03
AOI	30	deg.
FRED TIS integral (0-1)	2.53939860531251E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=0) [1/sr]
30	0	0	0	7.34964989866076E-03
30	0	5	0	9.22867952960312E-03
30	0	10	0	1.17108704863426E-02
30	0	15	0	1.46996003774693E-02
30	0	20	0	1.79318445650237E-02
30	0	25	0	2.10116733125374E-02
30	0	30	0	2.35051126252959E-02
30	0	35	0	2.50669316271449E-02
30	0	40	0	2.55708855438276E-02
30	0	45	0	2.51971378016455E-02
30	0	50	0	2.44105601100197E-02
30	0	55	0	2.38220675285797E-02
30	0	60	0	2.40268994433618E-02
30	0	65	0	2.55104866068814E-02
30	0	70	0	2.85848677399931E-02
30	0	75	0	3.32137092377141E-02
30	0	80	0	3.86648970250388E-02
30	0	85	0	4.33000034195271E-02
30	0	89.9	0	4.51514091370069E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=10) [1/sr]
30	0	0	10	7.34964989866076E-03
30	0	5	10	9.19091529457722E-03
30	0	10	10	1.15943413767618E-02
30	0	15	10	1.44424264674857E-02
30	0	20	10	1.74606145628353E-02
30	0	25	10	2.02654332867628E-02
30	0	30	10	2.24662896174127E-02
30	0	35	10	2.37808047847282E-02
30	0	40	10	2.41353714444443E-02
30	0	45	10	2.37214039410614E-02
30	0	50	10	2.29648014623056E-02
30	0	55	10	2.24067855582678E-02
30	0	60	10	2.25688599487202E-02
30	0	65	10	2.38707112627884E-02
30	0	70	10	2.65691177671163E-02
30	0	75	10	3.06045653778394E-02
30	0	80	10	3.53164299902862E-02
30	0	85	10	3.92925533166096E-02
30	0	89.9	10	4.08737046755147E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=20) [1/sr]
30	0	0	20	7.34964989866076E-03
30	0	5	20	9.08058261093716E-03
30	0	10	20	1.12607221274412E-02
30	0	15	20	1.37227306055941E-02
30	0	20	20	1.61730289787656E-02
30	0	25	20	1.82734622830988E-02
30	0	30	20	1.97505164257176E-02
30	0	35	20	2.04733148451463E-02
30	0	40	20	2.04830223935679E-02
30	0	45	20	1.99849525973147E-02
30	0	50	20	1.93061751925813E-02
30	0	55	20	1.88225552399931E-02
30	0	60	20	1.88828888975546E-02
30	0	65	20	0.019755804815605
30	0	70	20	2.15795913790348E-02
30	0	75	20	2.42605228986558E-02
30	0	80	20	2.73185281033112E-02
30	0	85	20	2.98453617717334E-02
30	0	89.9	20	3.08378800819344E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=30) [1/sr]
30	0	0	30	7.34964989866076E-03
30	0	5	30	8.90607444266196E-03
30	0	10	30	1.07534028551645E-02
30	0	15	30	0.012675238775494
30	0	20	30	1.43823574900448E-02
30	0	25	30	0.01562246787071
30	0	30	30	1.62743893064307E-02
30	0	35	30	1.63671259834282E-02
30	0	40	30	1.60377101835412E-02
30	0	45	30	1.54780967825833E-02
30	0	50	30	1.48977024035483E-02
30	0	55	30	1.44979635477249E-02
30	0	60	30	1.44504830129323E-02
30	0	65	30	1.48750299887667E-02
30	0	70	30	1.58094622418477E-02
30	0	75	30	1.71612969160924E-02
30	0	80	30	0.01865671129505
30	0	85	30	1.98570115197024E-02
30	0	89.9	30	2.03204075689681E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=40) [1/sr]
30	0	0	40	7.34964989866076E-03
30	0	5	40	8.67989097448111E-03
30	0	10	40	1.01317076822339E-02
30	0	15	40	0.011468348502343
30	0	20	40	1.24453053167667E-02
30	0	25	40	1.29218961538575E-02
30	0	30	40	1.29140886479324E-02
30	0	35	40	1.25557647514292E-02
30	0	40	40	1.20181881742641E-02
30	0	45	40	1.14509951216715E-02
30	0	50	40	1.09639264246819E-02
30	0	55	40	1.06325671357512E-02
30	0	60	40	1.05067031393723E-02
30	0	65	40	1.06104461076387E-02
30	0	70	40	1.09327996325175E-02
30	0	75	40	1.14134047040897E-02
30	0	80	40	0.011935370470389
30	0	85	40	0.012343630235502
30	0	89.9	40	1.24986328131569E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=30, AZI=50) [1/sr]
30	0	0	50	7.34964989866076E-03
30	0	5	50	8.41682720122779E-03
30	0	10	50	9.45726871109155E-03
30	0	15	50	1.02541797209943E-02
30	0	20	50	1.06388622054618E-02
30	0	25	50	1.05756232998049E-02
30	0	30	50	1.01665375376797E-02
30	0	35	50	9.58026968743143E-03
30	0	40	50	8.97105957659652E-03
