bsdf_data
angles=deg bsdf=value scale=1
10	0
50	200	0.009644
50	210	0.009979
50	220	0.010260
50	230	0.010670
50	240	0.011476
50	250	0.012182
50	260	0.013256
50	270	0.014390
50	280	0.015033
50	290	0.015687
50	300	0.016006
50	310	0.015728
50	320	0.015759
50	330	0.015615
50	340	0.015269
50	350	0.015553
55	0	0.014070
55	10	0.013916
55	20	0.014055
55	30	0.014318
55	40	0.014477
55	50	0.014567
55	60	0.014907
55	70	0.014463
55	80	0.013836
55	90	0.013178
55	100	0.012353
55	110	0.011426
55	120	0.010642
55	130	0.010202
55	140	0.009379
55	150	0.009208
55	160	0.008880
55	170	0.008646
55	180	0.008602
55	190	0.008646
55	200	0.008880
55	210	0.009208
55	220	0.009379
55	230	0.010202
55	240	0.010642
55	250	0.011426
55	260	0.012353
55	270	0.013178
55	280	0.013836
55	290	0.014463
55	300	0.014907
55	310	0.014567
55	320	0.014477
55	330	0.014318
55	340	0.014055
55	350	0.013916
60	0	0.012514
60	10	0.012779
60	20	0.013042
60	30	0.013151
60	40	0.013005
60	50	0.013562
60	60	0.013801
60	70	0.013940
60	80	0.013401
60	90	0.012358
60	100	0.011678
60	110	0.010918
60	120	0.010256
60	130	0.009479
60	140	0.008892
60	150	0.008727
60	160	0.008402
60	170	0.008039
60	180	0.007956
60	190	0.008039
60	200	0.008402
60	210	0.008727
60	220	0.008892
60	230	0.009479
60	240	0.010256
60	250	0.010918
60	260	0.011678
60	270	0.012358
60	280	0.013401
60	290	0.013940
60	300	0.013801
60	310	0.013562
60	320	0.013005
60	330	0.013151
60	340	0.013042
60	350	0.012779
65	0	0.011824
65	10	0.011805
65	20	0.011802
65	30	0.012092
65	40	0.012638
65	50	0.013109
65	60	0.013394
65	70	0.012966
65	80	0.012754
65	90	0.012315
65	100	0.011460
65	110	0.010408
65	120	0.009494
65	130	0.009019
65	140	0.008557
65	150	0.008166
65	160	0.007865
65	170	0.007676
65	180	0.007308
65	190	0.007676
65	200	0.007865
65	210	0.008166
65	220	0.008557
65	230	0.009019
65	240	0.009494
65	250	0.010408
65	260	0.011460
65	270	0.012315
65	280	0.012754
65	290	0.012966
65	300	0.013394
65	310	0.013109
65	320	0.012638
65	330	0.012092
65	340	0.011802
65	350	0.011805
70	0	0.010975
70	10	0.011187
70	20	0.011722
70	30	0.012466
70	40	0.012220
70	50	0.012452
70	60	0.013485
70	70	0.013727
70	80	0.012941
70	90	0.012536
70	100	0.010982
70	110	0.010545
70	120	0.009619
70	130	0.009088
70	140	0.008434
70	150	0.007849
70	160	0.007748
70	170	0.007521
70	180	0.007269
70	190	0.007521
70	200	0.007748
70	210	0.007849
70	220	0.008434
70	230	0.009088
70	240	0.009619
70	250	0.010545
70	260	0.010982
70	270	0.012536
70	280	0.012941
70	290	0.013727
70	300	0.013485
70	310	0.012452
70	320	0.012220
70	330	0.012466
70	340	0.011722
70	350	0.011187
75	0	0.011187
75	10	0.010767
